0.000000, 0.178000
0.000000, 0.210000
0.000000, 0.235000
0.000000, 0.260000
0.000000, 0.285000
0.000000, 0.310000
0.000000, 0.335000
0.000000, 0.360000
0.000000, 0.385000
0.000000, 0.410000
0.000000, 0.435000
0.000000, 0.460000
0.000000, 0.485000
0.000000, 0.510000
0.000000, 0.535000
0.000000, 0.560000
0.000000, 0.585000
0.000000, 0.610000
0.000000, 0.635000
0.000000, 0.660000
0.000000, 0.685000
1.199914, 0.710000
4.199699, 0.735000
5.399612, 0.760000
12.599096, 0.785000
9.599311, 0.810000
16.198837, 0.835000
19.198622, 0.864000
14.398966, 0.889000
43.196899, 0.914000
28.797933, 0.939000
46.196684, 0.964000
31.797717, 0.989000
50.996339, 1.014000
35.397459, 1.039000
34.197545, 1.064000
17.398751, 1.089000
23.998277, 1.114000
16.798794, 1.139000
35.997416, 1.164000
34.797502, 1.189000
47.996554, 1.214000
29.997847, 1.239000
51.596296, 1.264000
35.397459, 1.289000
37.197330, 1.314000
11.999139, 1.339000
25.198191, 1.364000
17.998708, 1.389000
25.198191, 1.414000
26.998062, 1.439000
44.996770, 1.464000
29.397890, 1.489000
52.196253, 1.516000
32.997631, 1.541000
50.996339, 1.566000
16.198837, 1.591000
23.998277, 1.616000
29.397890, 1.643000
14.398966, 1.668000
35.397459, 1.693000
31.197760, 1.718000
49.196468, 1.743000
33.597588, 1.768000
46.796641, 1.793000
36.597373, 1.818000
30.597803, 1.843000
16.798794, 1.868000
25.198191, 1.893000
21.598449, 1.918000
22.198406, 1.943000
30.597803, 1.968000
50.396382, 1.993000
37.197330, 2.018000
50.396382, 2.043000
32.397674, 2.068000
36.597373, 2.093000
16.798794, 2.118000
25.198191, 2.143000
19.798579, 2.170000
25.198191, 2.195000
23.998277, 2.220000
49.796425, 2.245000
32.997631, 2.270000
52.196253, 2.295000
31.197760, 2.320000
44.996770, 2.345000
15.598880, 2.370000
26.398105, 2.397000
16.798794, 2.422000
28.797933, 2.447000
19.198622, 2.472000
49.196468, 2.497000
32.397674, 2.522000
51.596296, 2.547000
31.797717, 2.572000
52.196253, 2.597000
15.598880, 2.622000
23.998277, 2.647000
16.798794, 2.672000
29.997847, 2.697000
16.798794, 2.722000
43.196899, 2.747000
32.997631, 2.772000
49.796425, 2.799000
49.796425, 2.824000
34.797502, 2.849000
34.197545, 2.874000
17.998708, 2.899000
24.598234, 2.924000
16.798794, 2.949000
26.998062, 2.974000
28.197976, 2.999000
50.996339, 3.024000
31.197760, 3.049000
48.596511, 3.074000
31.197760, 3.099000
47.396597, 3.124000
16.798794, 3.149000
25.798148, 3.176000
16.798794, 3.201000
25.798148, 3.226000
16.798794, 3.251000
53.396167, 3.276000
31.197760, 3.301000
50.996339, 3.326000
34.797502, 3.351000
50.396382, 3.376000
15.598880, 3.401000
28.197976, 3.426000
28.797933, 3.453000
18.598665, 3.478000
22.798363, 3.503000
34.197545, 3.528000
50.396382, 3.553000
32.997631, 3.578000
50.396382, 3.603000
34.197545, 3.628000
34.197545, 3.653000
14.398966, 3.678000
25.798148, 3.703000
20.398536, 3.728000
23.398320, 3.753000
19.798579, 3.778000
36.597373, 3.803000
28.197976, 3.828000
38.997200, 3.853000
25.198191, 3.878000
34.197545, 3.903000
24.598234, 3.930000
28.797933, 3.955000
12.599096, 3.980000
14.998923, 4.005000
11.999139, 4.030000
15.598880, 4.055000
8.999354, 4.082000
14.398966, 4.107000
7.799440, 4.132000
14.398966, 4.157000
7.199483, 4.182000
23.398320, 4.207000
14.398966, 4.232000
17.398751, 4.257000
10.799225, 4.282000
18.598665, 4.307000
12.599096, 4.332000
13.799009, 4.357000
10.199268, 4.382000
