0.000000, 0.000000
0.028362, 0.028362
0.028362, 0.028362
0.028362, 0.028362
0.028362, 0.028362
0.028362, 0.028362
0.028362, 0.028362
0.028362, 0.028362
0.028362, 0.028362
0.028362, 0.028362
0.028362, 0.028362
0.028362, 0.028362
0.028362, 0.028362
0.028362, 0.028362
0.028362, 0.028362
0.028362, 0.028362
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.008387, 0.014136
0.028362, 0.028362
-0.011779, 0.056542
-0.011779, 0.056542
-0.031945, 0.070496
-0.052173, 0.084359
-0.073040, 0.126486
-0.074321, 0.183195
-0.075602, 0.239903
-0.076882, 0.296612
-0.078163, 0.353321
-0.079444, 0.410030
-0.061459, 0.509681
-0.082326, 0.551808
-0.084247, 0.636871
-0.085527, 0.693580
-0.047058, 0.779373
-0.047826, 0.836091
-0.049363, 0.949527
-0.050132, 1.006245
-0.030927, 1.077371
-0.011401, 1.148409
0.008381, 1.247719
-0.011785, 1.318578
-0.012041, 1.375300
0.007741, 1.474611
0.007741, 1.531334
0.027972, 1.630554
0.028228, 1.687277
0.028740, 1.800722
0.028996, 1.857445
0.029509, 1.970890
0.070289, 2.055609
0.091862, 2.154546
0.093399, 2.239617
0.108250, 2.381126
0.150932, 2.464903
0.210226, 2.632564
0.276183, 2.727988
0.397302, 2.889340
0.419139, 3.001273
0.513436, 3.134017
0.619474, 3.207183
0.641764, 3.290119
0.739043, 3.348215
0.775085, 3.428734
0.823975, 3.478012
0.933600, 3.587930
0.955738, 3.641439
1.072966, 3.733556
1.039725, 3.812688
1.051353, 3.911624
1.051564, 4.012885
1.095326, 4.148802
1.111368, 4.232361
1.080722, 4.396663
1.055827, 4.487331
0.994656, 4.611958
1.011501, 4.724147
0.956004, 4.903816
0.970820, 5.016291
0.993043, 5.185003
0.989583, 5.314142
1.003891, 5.426683
1.040114, 5.550686
1.102745, 5.713892
1.090492, 5.830186
1.016080, 5.940311
0.943250, 6.006018
0.907019, 6.080785
0.843476, 6.142873
0.700751, 6.237162
0.699282, 6.279806
0.564890, 6.368564
0.505354, 6.411781
0.461566, 6.482388
0.400508, 6.523427
0.269193, 6.588757
0.206693, 6.627563
0.143673, 6.665519
0.080144, 6.702617
0.037515, 6.726870
0.001353, 6.765656
-0.041813, 6.788940
